sequence.sequenceID	alignment.name	alignment.displayName	sequence.m49_country.id	sequence.m49_country.display_name	sequence.gb_place_sampled	sequence.collection_year	sequence.earliest_collection_year	sequence.latest_collection_year	sequence.gb_length	sequence.gb_create_date	sequence.gb_update_date	sequence.host	sequence.gb_pubmed_id	sequence.isolate	maddog_lineage
DQ149104	AL_Cosmopolitan	Cosmopolitan	BRA	Brazil	-	-	-	2005	1394	21-Aug-2005	26-Jul-2016	Vulpes vulpes	16701914	4371fxPI	Cosmopolitan AM3b_A1
DQ275563	AL_Cosmopolitan	Cosmopolitan	PRI	Puerto Rico	-	1996	1996	1996	933	30-Apr-2006	26-Jul-2016	mongoose	17869366	V468	NULL
DQ275564	AL_Cosmopolitan	Cosmopolitan	PRI	Puerto Rico	-	1996	1996	1996	613	30-Apr-2006	26-Jul-2016	mongoose	17869366	V469	NULL
DQ275565	AL_Cosmopolitan	Cosmopolitan	PRI	Puerto Rico	-	1996	1996	1996	616	30-Apr-2006	26-Jul-2016	mongoose	17869366	V470	NULL
DQ275566	AL_Cosmopolitan	Cosmopolitan	PRI	Puerto Rico	-	1996	1996	1996	607	30-Apr-2006	26-Jul-2016	mongoose	17869366	V471	NULL
DQ275567	AL_Cosmopolitan	Cosmopolitan	PRI	Puerto Rico	-	1996	1996	1996	598	30-Apr-2006	26-Jul-2016	mongoose	17869366	V472	NULL
DQ275568	AL_Cosmopolitan	Cosmopolitan	PRI	Puerto Rico	-	1996	1996	1996	392	30-Apr-2006	26-Jul-2016	mongoose	17869366	V473	NULL
DQ275569	AL_Cosmopolitan	Cosmopolitan	PRI	Puerto Rico	-	1997	1997	1997	813	30-Apr-2006	26-Jul-2016	mongoose	17869366	V493	NULL
DQ275570	AL_Cosmopolitan	Cosmopolitan	PRI	Puerto Rico	-	1997	1997	1997	604	30-Apr-2006	26-Jul-2016	mongoose	17869366	V494	NULL
DQ275571	AL_Cosmopolitan	Cosmopolitan	PRI	Puerto Rico	-	1997	1997	1997	604	30-Apr-2006	26-Jul-2016	mongoose	17869366	V495	NULL
DQ275572	AL_Cosmopolitan	Cosmopolitan	PRI	Puerto Rico	-	1997	1997	1997	604	30-Apr-2006	26-Jul-2016	mongoose	17869366	V496	NULL
DQ275573	AL_Cosmopolitan	Cosmopolitan	PRI	Puerto Rico	-	1997	1997	1997	605	30-Apr-2006	26-Jul-2016	mongoose	17869366	V497	NULL
DQ275574	AL_Cosmopolitan	Cosmopolitan	PRI	Puerto Rico	-	1997	1997	1997	610	30-Apr-2006	26-Jul-2016	mongoose	17869366	V498	NULL
DQ275575	AL_Cosmopolitan	Cosmopolitan	PRI	Puerto Rico	-	1997	1997	1997	431	30-Apr-2006	26-Jul-2016	-	17869366	V499	NULL
DQ275576	AL_Cosmopolitan	Cosmopolitan	PRI	Puerto Rico	-	1997	1997	1997	605	30-Apr-2006	26-Jul-2016	mongoose	17869366	V501	NULL
DQ275577	AL_Cosmopolitan	Cosmopolitan	PRI	Puerto Rico	-	1997	1997	1997	934	30-Apr-2006	26-Jul-2016	Canis familiaris	17869366	V503	NULL
DQ275578	AL_Cosmopolitan	Cosmopolitan	PRI	Puerto Rico	-	1997	1997	1997	607	30-Apr-2006	26-Jul-2016	Canis familiaris	17869366	V504	NULL
DQ275579	AL_Cosmopolitan	Cosmopolitan	PRI	Puerto Rico	-	1997	1997	1997	933	30-Apr-2006	26-Jul-2016	Equus caballus	17869366	V507	NULL
DQ275580	AL_Cosmopolitan	Cosmopolitan	PRI	Puerto Rico	-	1997	1997	1997	395	30-Apr-2006	26-Jul-2016	Felis catus	17869366	V509	NULL
DQ275581	AL_Cosmopolitan	Cosmopolitan	PRI	Puerto Rico	-	1997	1997	1997	616	30-Apr-2006	26-Jul-2016	Canis familiaris	17869366	V510	NULL
DQ275582	AL_Cosmopolitan	Cosmopolitan	PRI	Puerto Rico	-	1997	1997	1997	964	30-Apr-2006	26-Jul-2016	Canis familiaris	17869366	V511	NULL
DQ275583	AL_Cosmopolitan	Cosmopolitan	PRI	Puerto Rico	-	-	-	2006	858	30-Apr-2006	26-Jul-2016	Canis familiaris	17869366	V512	NULL
DQ275584	AL_Cosmopolitan	Cosmopolitan	PRI	Puerto Rico	-	1997	1997	1997	604	30-Apr-2006	26-Jul-2016	mongoose	17869366	V513	NULL
DQ275585	AL_Cosmopolitan	Cosmopolitan	PRI	Puerto Rico	-	1997	1997	1997	585	30-Apr-2006	26-Jul-2016	mongoose	17869366	V514	NULL
DQ275586	AL_Cosmopolitan	Cosmopolitan	PRI	Puerto Rico	-	1997	1997	1997	604	30-Apr-2006	26-Jul-2016	mongoose	17869366	V515	NULL
DQ275587	AL_Cosmopolitan	Cosmopolitan	PRI	Puerto Rico	-	1997	1997	1997	599	30-Apr-2006	26-Jul-2016	mongoose	17869366	V516	NULL
DQ275588	AL_Cosmopolitan	Cosmopolitan	PRI	Puerto Rico	-	1997	1997	1997	604	30-Apr-2006	26-Jul-2016	mongoose	17869366	V517	NULL
DQ275589	AL_Cosmopolitan	Cosmopolitan	PRI	Puerto Rico	-	1997	1997	1997	883	30-Apr-2006	26-Jul-2016	mongoose	17869366	V518	NULL
DQ275590	AL_Cosmopolitan	Cosmopolitan	PRI	Puerto Rico	-	1997	1997	1997	604	30-Apr-2006	26-Jul-2016	mongoose	17869366	V519	NULL
DQ275591	AL_Cosmopolitan	Cosmopolitan	PRI	Puerto Rico	-	1997	1997	1997	419	30-Apr-2006	26-Jul-2016	mongoose	17869366	V520	NULL
DQ275592	AL_Cosmopolitan	Cosmopolitan	PRI	Puerto Rico	-	1997	1997	1997	841	30-Apr-2006	26-Jul-2016	mongoose	17869366	V522	NULL
DQ275593	AL_Cosmopolitan	Cosmopolitan	PRI	Puerto Rico	-	1997	1997	1997	604	30-Apr-2006	26-Jul-2016	mongoose	17869366	V524	NULL
DQ275594	AL_Cosmopolitan	Cosmopolitan	PRI	Puerto Rico	-	1997	1997	1997	598	30-Apr-2006	26-Jul-2016	mongoose	17869366	V525	NULL
DQ275595	AL_Cosmopolitan	Cosmopolitan	PRI	Puerto Rico	-	1997	1997	1997	604	30-Apr-2006	26-Jul-2016	mongoose	17869366	V526	NULL
DQ275596	AL_Cosmopolitan	Cosmopolitan	PRI	Puerto Rico	-	1997	1997	1997	370	30-Apr-2006	26-Jul-2016	mongoose	17869366	V527	NULL
DQ275597	AL_Cosmopolitan	Cosmopolitan	PRI	Puerto Rico	-	1997	1997	1997	599	30-Apr-2006	26-Jul-2016	Felis catus	17869366	V508	NULL
DQ447947	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	Fortaleza	1997	1997	1997	320	15-Apr-2006	26-Jul-2016	17326958	-	brhmu4531	NULL
DQ447948	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	-	1998	1998	1998	320	15-Apr-2006	26-Jul-2016	17326958	-	brcth4122	NULL
DQ447949	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Caucaia	2000	2000	2000	320	15-Apr-2006	26-Jul-2016	17326958	-	brhmu5325	NULL
DQ447950	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Caucaia	2000	2000	2000	320	15-Apr-2006	26-Jul-2016	17326958	-	brdg5360	NULL
DQ447951	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	Paracuru	2000	2000	2000	320	15-Apr-2006	26-Jul-2016	17326958	-	brcth5361	NULL
DQ447954	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Caucaia	2001	2001	2001	320	15-Apr-2006	26-Jul-2016	17326958	-	brhmu5691	NULL
DQ447955	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	Maranguape	2001	2001	2001	320	15-Apr-2006	26-Jul-2016	17326958	-	brdg5693	NULL
DQ447956	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	Barroquinha	2001	2001	2001	320	15-Apr-2006	26-Jul-2016	17326958	-	brcth5695	NULL
DQ447957	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	Caninde	2001	2001	2001	320	15-Apr-2006	26-Jul-2016	17326958	-	brcth5697	NULL
DQ447958	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	Maranguape	2001	2001	2001	320	15-Apr-2006	26-Jul-2016	17326958	-	brcth5692	NULL
DQ447959	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	Maranguape	2001	2001	2001	320	15-Apr-2006	26-Jul-2016	17326958	-	brpcr5698	NULL
DQ447962	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Fortaleza	2002	2002	2002	320	15-Apr-2006	26-Jul-2016	17326958	-	brhmu138	NULL
DQ447963	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Fortaleza	2003	2003	2003	320	15-Apr-2006	26-Jul-2016	17326958	-	brhmu142	NULL
DQ447964	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Umirim	2003	2003	2003	320	15-Apr-2006	26-Jul-2016	17326958	-	brhmu130	NULL
DQ447965	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Fortaleza	2003	2003	2003	320	15-Apr-2006	26-Jul-2016	17326958	-	brhmu146	NULL
DQ447966	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Tururu	2003	2003	2003	320	15-Apr-2006	26-Jul-2016	17326958	-	brhmu145	NULL
DQ447967	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Fortaleza	2003	2003	2003	320	15-Apr-2006	26-Jul-2016	17326958	-	brhmu129	NULL
DQ447968	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Maracanau	2003	2003	2003	320	15-Apr-2006	26-Jul-2016	17326958	-	brhmu131	NULL
DQ497415	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	Paraíba	2001	2001	2001	438	12-Jun-2006	14-Jul-2016	Canis	15863275	2217	NULL
DQ497416	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	Paraíba	2001	2001	2001	438	12-Jun-2006	14-Jul-2016	Canis	15863275	2263	NULL
DQ640244	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	-	-	2006	165	17-Jul-2006	14-Jul-2016	Homo sapiens	-	92	NULL
DQ661014	AL_Cosmopolitan_Vac	Cosmopolitan Vac	BRA	Brazil	-	2000	2000	2000	513	12-Jul-2006	01-Dec-2008	Felis catus	-	LVC41	NULL
DQ837167	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	CUB	Cuba	-	2000	2000	2000	548	09-Aug-2006	14-Jul-2016	Felis catus	-	V1039	NULL
DQ837168	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	CUB	Cuba	-	2000	2000	2000	520	09-Aug-2006	14-Jul-2016	Canis familiaris	-	V1044	NULL
DQ837169	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	CUB	Cuba	-	2000	2000	2000	548	09-Aug-2006	14-Jul-2016	Canis familiaris	-	V1048	NULL
DQ837170	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	CUB	Cuba	-	2002	2002	2002	566	09-Aug-2006	14-Jul-2016	Felis catus	-	V1050	NULL
DQ837171	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	CUB	Cuba	-	2000	2000	2000	547	09-Aug-2006	14-Jul-2016	Bos taurus	-	V1054	NULL
DQ837172	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	CUB	Cuba	-	2000	2000	2000	544	09-Aug-2006	14-Jul-2016	Canis familiaris	-	V1056	NULL
DQ837173	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	CUB	Cuba	-	2000	2000	2000	549	09-Aug-2006	14-Jul-2016	Ovis aries	-	V1060	NULL
DQ837175	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	CUB	Cuba	-	2000	2000	2000	523	09-Aug-2006	14-Jul-2016	Canis familiaris	-	V1063	NULL
DQ837176	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	CUB	Cuba	-	2000	2000	2000	531	09-Aug-2006	14-Jul-2016	Capra hircus	-	V1069	NULL
DQ837177	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	CUB	Cuba	-	2001	2001	2001	518	09-Aug-2006	14-Jul-2016	Sus scrofa	-	V1070	NULL
DQ837178	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	CUB	Cuba	-	2001	2001	2001	579	09-Aug-2006	14-Jul-2016	mongoose	-	V1079	NULL
DQ837179	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	CUB	Cuba	-	2002	2002	2002	548	09-Aug-2006	14-Jul-2016	Canis familiaris	-	V1095	NULL
DQ837180	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	CUB	Cuba	-	2002	2002	2002	549	09-Aug-2006	14-Jul-2016	Canis familiaris	-	V1108	NULL
DQ837181	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	CUB	Cuba	-	2002	2002	2002	541	09-Aug-2006	14-Jul-2016	Canis familiaris	-	V1115	NULL
DQ837182	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	CUB	Cuba	-	2002	2002	2002	551	09-Aug-2006	14-Jul-2016	Ovis aries	-	V1117	NULL
DQ837183	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	CUB	Cuba	-	2002	2002	2002	557	09-Aug-2006	14-Jul-2016	mongoose	-	V1121	NULL
DQ837184	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	CUB	Cuba	-	2002	2002	2002	552	09-Aug-2006	14-Jul-2016	Felis catus	-	V1129	NULL
EF152231	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	Pernambuco	2002	2002	2002	1394	26-Dec-2006	14-Jul-2016	Cerdocyon thous	17889396	1406CthPE/2002	Cosmopolitan AM3b_A1.1
EF152232	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	Bahia	2004	2004	2004	1394	26-Dec-2006	14-Jul-2016	Cerdocyon thous	17889396	9336CthBA/2004	NULL
EF152233	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	Pernambuco	2002	2002	2002	1394	26-Dec-2006	14-Jul-2016	Cerdocyon thous	17889396	1407CthPE/2002	NULL
EF152234	AL_Cosmopolitan	Cosmopolitan	BRA	Brazil	-	-	-	2006	1394	26-Dec-2006	14-Jul-2016	Cerdocyon thous	17889396	10563CthBA/2003	Cosmopolitan AM3b_A1.2.1
EF152235	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	Pernambuco	2002	2002	2002	1394	26-Dec-2006	14-Jul-2016	Cerdocyon thous	17889396	1403CthPE/2002	NULL
EF152236	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	Piauí 	2005	2005	2005	1394	26-Dec-2006	14-Jul-2016	Cerdocyon thous	17889396	4368CthPI/2005	NULL
EF152237	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Paraíba	2003	2003	2003	1394	26-Dec-2006	14-Jul-2016	Felis catus	17889396	10566ctPB/2003	NULL
EF152238	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Paraíba	2003	2003	2003	1394	26-Dec-2006	14-Jul-2016	Felis catus	17889396	10568ctPB/2003	NULL
EF152239	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Paraíba	2003	2003	2003	1394	26-Dec-2006	14-Jul-2016	Felis catus	17889396	10564ctPB/2003	NULL
EF152240	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Paraíba	2003	2003	2003	1394	26-Dec-2006	14-Jul-2016	Felis catus	17889396	10562ctPB/2003	NULL
EF152241	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	Piauí 	2005	2005	2005	1394	26-Dec-2006	14-Jul-2016	Cerdocyon thous	17889396	6334CthPI/2005	NULL
EF152242	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	Piauí 	2005	2005	2005	1394	26-Dec-2006	14-Jul-2016	Cerdocyon thous	17889396	4367CthPI/2005	NULL
EF152243	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	Piauí 	2005	2005	2005	1394	26-Dec-2006	14-Jul-2016	Cerdocyon thous	17889396	4372CthPI/2005	NULL
EF152244	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	Piauí 	2005	2005	2005	1394	26-Dec-2006	14-Jul-2016	Cerdocyon thous	17889396	4369CthPI/2005	NULL
EF152245	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	Pernambuco	2005	2005	2005	1394	26-Dec-2006	14-Jul-2016	Cerdocyon thous	17889396	6976CthPE/2005	NULL
EF152246	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	Piauí 	2005	2005	2005	1394	26-Dec-2006	14-Jul-2016	Pseudalopex vetulus	17889396	4371PvePI/2005	NULL
EF152247	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	Piauí 	2004	2004	2004	1394	26-Dec-2006	14-Jul-2016	Cerdocyon thous	17889396	6129CthPI/2004	NULL
EF152248	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	Pernambuco	2005	2005	2005	1394	26-Dec-2006	14-Jul-2016	Cerdocyon thous	17889396	6967CthPE/2005	Cosmopolitan AM3b_A1.1.1
EF152249	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Pernambuco	2005	2005	2005	1394	26-Dec-2006	14-Jul-2016	Canis familiaris	17889396	6968dgPE/2005	NULL
EF152250	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	Pernambuco	2005	2005	2005	1394	26-Dec-2006	14-Jul-2016	Cerdocyon thous	17889396	6971CthPE/2005	NULL
EF152251	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	Pernambuco	2005	2005	2005	1394	26-Dec-2006	14-Jul-2016	Cerdocyon thous	17889396	6974CthPE/2005	Cosmopolitan AM3b_A1.1.1
EF152252	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	Pernambuco	2005	2005	2005	1394	26-Dec-2006	14-Jul-2016	Cerdocyon thous	17889396	6975CthPE/2005	NULL
EF152253	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	Pernambuco	2005	2005	2005	1394	26-Dec-2006	14-Jul-2016	Cerdocyon thous	17889396	6978CthPE/2005	NULL
EF152254	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	Pernambuco	2005	2005	2005	1394	26-Dec-2006	14-Jul-2016	Cerdocyon thous	17889396	6980CthPE/2005	NULL
EF152255	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	Pernambuco	2005	2005	2005	1394	26-Dec-2006	14-Jul-2016	Cerdocyon thous	17889396	6970CthPE/2005	NULL
EF152256	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	Pernambuco	2005	2005	2005	1394	26-Dec-2006	14-Jul-2016	Cerdocyon thous	17889396	6973CthPE/2005	NULL
EF152257	AL_Cosmopolitan	Cosmopolitan	BRA	Brazil	-	-	-	2006	1394	26-Dec-2006	14-Jul-2016	Cerdocyon thous	17889396	6977CthPE/2005	Cosmopolitan AM3b_A1
EF152258	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	Pernambuco	2005	2005	2005	1394	26-Dec-2006	14-Jul-2016	Homo sapiens	17889396	6981hmPE/2005	NULL
EF152259	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	Pernambuco	2005	2005	2005	1394	26-Dec-2006	14-Jul-2016	Cerdocyon thous	17889396	1406CthPE/2005	Cosmopolitan AM3b_A1.1
EF152260	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Pernambuco	2005	2005	2005	1394	26-Dec-2006	14-Jul-2016	Canis familiaris	17889396	9369dgPE/2005	Cosmopolitan AM3a_D1
EF152261	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Pernambuco	2005	2005	2005	1394	26-Dec-2006	14-Jul-2016	Canis familiaris	17889396	9370dgPE/2005	NULL
EF152262	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Pernambuco	2005	2005	2005	1394	26-Dec-2006	14-Jul-2016	Canis familiaris	17889396	9371dgPE/2005	Cosmopolitan AM3a_D1
EF152263	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Pernambuco	2005	2005	2005	1394	26-Dec-2006	14-Jul-2016	Canis familiaris	17889396	9372dgPE/2005	NULL
EF152264	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Paraíba	2003	2003	2003	1394	26-Dec-2006	14-Jul-2016	Canis familiaris	17889396	10561dgPB/2003	NULL
EF152265	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Paraíba	2003	2003	2003	1394	26-Dec-2006	14-Jul-2016	Felis catus	17889396	10562ctPB/2003	NULL
EF152266	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Paraíba	2003	2003	2003	1394	26-Dec-2006	14-Jul-2016	Canis familiaris	17889396	10565dgPB/2003	Cosmopolitan AM3a_A1
EF152267	AL_Cosmopolitan	Cosmopolitan	BRA	Brazil	-	-	-	2006	1394	26-Dec-2006	14-Jul-2016	Cerdocyon thous	17889396	5070CthPI/2005	Cosmopolitan AM3b_A1
EF152268	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Sergipe	2005	2005	2005	1394	26-Dec-2006	14-Jul-2016	Canis familiaris	17889396	6049dgSE/2005	NULL
EF152269	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Sergipe	2005	2005	2005	1394	26-Dec-2006	14-Jul-2016	Canis familiaris	17889396	6050dgSE/2005	NULL
EF152270	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	Piauí 	2005	2005	2005	1394	26-Dec-2006	14-Jul-2016	Pseudalopex vetulus	17889396	6333PvePI/2005	NULL
EF152271	AL_Cosmopolitan	Cosmopolitan	BRA	Brazil	-	-	-	2006	1394	26-Dec-2006	14-Jul-2016	Cerdocyon thous	17889396	6368CthPI/2005	Cosmopolitan AM3b_A1
EF152272	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	Bahia	2005	2005	2005	1394	26-Dec-2006	14-Jul-2016	Cerdocyon thous	17889396	7576CthBA/2005	NULL
EF152273	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	Bahia	2005	2005	2005	1394	26-Dec-2006	14-Jul-2016	Cerdocyon thous	17889396	7578CthBA/2005	NULL
EF152274	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	Bahia	2005	2005	2005	1394	26-Dec-2006	14-Jul-2016	Cerdocyon thous	17889396	7579CthBA/2005	Cosmopolitan AM3b_A1
EF152275	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Maranhão	2005	2005	2005	1394	26-Dec-2006	14-Jul-2016	Canis familiaris	17889396	8257dgMA/2005	Cosmopolitan AM3a_A1
EF152276	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Pará	2005	2005	2005	1394	26-Dec-2006	14-Jul-2016	Canis familiaris	17889396	8575dgPA/2005	Cosmopolitan AM3a_A1.2
EF152277	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Pará	2005	2005	2005	1394	26-Dec-2006	14-Jul-2016	Canis familiaris	17889396	8578dgPA/2005	NULL
EF152278	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Pará	2005	2005	2005	1394	26-Dec-2006	14-Jul-2016	Canis familiaris	17889396	8587dgPA/2005	NULL
EF152279	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Pará	2005	2005	2005	1394	26-Dec-2006	14-Jul-2016	Canis familiaris	17889396	8590dgPA/2005	NULL
EF152280	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Alagoas	2005	2005	2005	1394	26-Dec-2006	14-Jul-2016	Canis familiaris	17889396	9479dgAL/2005	NULL
EF194159	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	Piauí 	2003	2003	2003	1394	14-Jan-2007	14-Jul-2016	Cerdocyon thous	17889396	4372CthPI/2003	NULL
EF194160	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	Bahia	2004	2004	2004	1394	14-Jan-2007	14-Jul-2016	Cerdocyon thous	17889396	9339CthBA/2004	Cosmopolitan AM3b_A1
EF194161	AL_Cosmopolitan	Cosmopolitan	BRA	Brazil	-	-	-	2007	1394	14-Jan-2007	14-Jul-2016	Cerdocyon thous	17889396	10563CthBA/2003	Cosmopolitan AM3b_A1.2.1
EF194162	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	Pernambuco	2005	2005	2005	1394	14-Jan-2007	14-Jul-2016	Cerdocyon thous	17889396	6976CthPE/2005	NULL
EF194163	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Sergipe	2005	2005	2005	1394	14-Jan-2007	14-Jul-2016	Cerdocyon thous	17889396	6053CthSE/2005	NULL
EF194164	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	Piauí 	2005	2005	2005	1394	14-Jan-2007	14-Jul-2016	Cerdocyon thous	17889396	6334CthPI/2005	NULL
EF194165	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	Piauí 	2005	2005	2005	1394	14-Jan-2007	14-Jul-2016	Cerdocyon thous	17889396	6335CthPI/2005	NULL
EF194166	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Pará	2005	2005	2005	1394	14-Jan-2007	14-Jul-2016	Canis familiaris	17889396	8581dgPA/2005	Cosmopolitan AM3a_A1.2
EF194167	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Pará	2005	2005	2005	1394	14-Jan-2007	14-Jul-2016	Canis familiaris	17889396	8589dgPA/2005	NULL
EF363731	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Barra do Corda	2006	2006	2006	1376	12-Feb-2007	14-Jul-2016	Canis familiaris	20637811	IP1297Maranhao/2006	NULL
EF377583	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	COL	Colombia	Zona Bananera	2000	2000	2000	264	18-Feb-2007	14-Jul-2016	Vulpes vulpes	17643540	F04/00	NULL
EF377584	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	COL	Colombia	Aracataca	2002	2002	2002	264	18-Feb-2007	14-Jul-2016	Vulpes vulpes	17643540	F16/02	NULL
EF377585	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	COL	Colombia	Bolivar	1997	1997	1997	264	18-Feb-2007	14-Jul-2016	Homo sapiens	17643540	H03/97	NULL
EF377586	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	COL	Colombia	Pivijay	2001	2001	2001	264	18-Feb-2007	14-Jul-2016	Felis catus	17643540	CT2/01	NULL
